===================================REPORTE DE PROCESOS LARGOS==================================

FECHA: 2026-04-28_05-19-09
HOST: ubuntuSO
PARAMETROS USADOS: . 1 3


LISTA DE PROCESOS FILSTADOS:


PID: 1 | PPID: 0 | UID: 0 | TIME: 6260s | START: 03:34:48 | CPU: 0.0% | MEM: 0.3% | STAT: Ss | CMD: /sbin/init splash
PID: 4958 | PPID: 4164 | UID: 1000 | TIME: 6122s | START: 03:37:05 | CPU: 0.0% | MEM: 1.7% | STAT: Sl | CMD: /snap/firefox/8107/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43309 -prefMapHandle 1:283586 -jsInitHandle 2:156136 -parentBuildID 20260404010525 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0503884f-2e5e-42fd-b8eb-fe6c84f6c74a} -parentPid 4013 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8107/usr/lib/firefox/omni.ja -appomni /snap/firefox/8107/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8107/usr/lib/firefox/browser 9 tab
PID: 5081 | PPID: 4164 | UID: 1000 | TIME: 6104s | START: 03:37:23 | CPU: 0.0% | MEM: 1.7% | STAT: Sl | CMD: /snap/firefox/8107/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43534 -prefMapHandle 1:283586 -jsInitHandle 2:156136 -parentBuildID 20260404010525 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {182cefac-0548-4ec9-bd24-766642da9d11} -parentPid 4013 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8107/usr/lib/firefox/omni.ja -appomni /snap/firefox/8107/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8107/usr/lib/firefox/browser 10 tab
PID: 5139 | PPID: 4164 | UID: 1000 | TIME: 6100s | START: 03:37:27 | CPU: 0.0% | MEM: 1.7% | STAT: Sl | CMD: /snap/firefox/8107/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43575 -prefMapHandle 1:283586 -jsInitHandle 2:156136 -parentBuildID 20260404010525 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {502acfae-9987-419b-ba7e-d81f30468376} -parentPid 4013 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8107/usr/lib/firefox/omni.ja -appomni /snap/firefox/8107/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8107/usr/lib/firefox/browser 11 tab
PID: 5325 | PPID: 2854 | UID: 1000 | TIME: 5999s | START: 03:39:09 | CPU: 0.0% | MEM: 0.4% | STAT: S | CMD: /usr/bin/python3 /usr/bin/gnome-terminal --wait
PID: 5328 | PPID: 5325 | UID: 1000 | TIME: 5999s | START: 03:39:09 | CPU: 0.0% | MEM: 0.7% | STAT: Sl | CMD: /usr/bin/gnome-terminal.real --wait
PID: 5335 | PPID: 2854 | UID: 1000 | TIME: 5998s | START: 03:39:10 | CPU: 1.2% | MEM: 1.9% | STAT: Ssl | CMD: /usr/libexec/gnome-terminal-server
PID: 5343 | PPID: 5335 | UID: 1000 | TIME: 5998s | START: 03:39:10 | CPU: 0.0% | MEM: 0.1% | STAT: Ss | CMD: bash
PID: 5446 | PPID: 5335 | UID: 1000 | TIME: 5762s | START: 03:43:06 | CPU: 0.0% | MEM: 0.1% | STAT: Ss+ | CMD: bash
PID: 5539 | PPID: 1 | UID: 0 | TIME: 5254s | START: 03:51:34 | CPU: 0.0% | MEM: 1.0% | STAT: Ssl | CMD: /usr/libexec/fwupd/fwupd
CANTIDAD: 130 ESTADO: ALERTA OPERATIVA
